ID,Segment
TRAIN_150992,E
TRAIN_150994,E
TRAIN_150995,D
TRAIN_150996,E
TRAIN_150997,E
TRAIN_150998,E
TRAIN_150999,E
TRAIN_151000,D
TRAIN_151001,E
TRAIN_151009,E
TRAIN_151018,E
TRAIN_151022,C
TRAIN_151024,E
TRAIN_151028,E
TRAIN_151035,E
TRAIN_151040,E
TRAIN_151045,C
TRAIN_151047,E
TRAIN_151050,E
TRAIN_151051,E
TRAIN_151057,E
TRAIN_151058,D
TRAIN_151061,E
TRAIN_151066,E
TRAIN_151067,E
TRAIN_151078,D
TRAIN_151085,E
TRAIN_151087,D
TRAIN_151089,E
TRAIN_151091,C
TRAIN_151097,E
TRAIN_151103,E
TRAIN_151106,E
TRAIN_151107,E
TRAIN_151108,E
TRAIN_151110,E
TRAIN_151111,E
TRAIN_151116,E
TRAIN_151121,E
TRAIN_151122,E
TRAIN_151124,E
TRAIN_151125,E
TRAIN_151126,D
TRAIN_151128,E
TRAIN_151129,E
TRAIN_151130,E
TRAIN_151134,E
TRAIN_151137,E
TRAIN_151140,D
TRAIN_151143,E
TRAIN_151144,E
TRAIN_151145,E
TRAIN_151146,D
TRAIN_151147,E
TRAIN_151156,E
TRAIN_151158,E
TRAIN_151163,E
TRAIN_151167,E
TRAIN_151169,E
TRAIN_151176,E
TRAIN_151180,E
TRAIN_151204,E
TRAIN_151205,E
TRAIN_151206,E
TRAIN_151218,E
TRAIN_151220,D
TRAIN_151229,E
TRAIN_151230,E
TRAIN_151237,E
TRAIN_151238,E
TRAIN_151244,E
TRAIN_151245,E
TRAIN_151253,E
TRAIN_151260,E
TRAIN_151262,E
TRAIN_151269,E
TRAIN_151272,E
TRAIN_151273,E
TRAIN_151276,E
TRAIN_151278,E
TRAIN_151279,E
TRAIN_151281,E
TRAIN_151290,E
TRAIN_151291,E
TRAIN_151296,E
TRAIN_151297,E
TRAIN_151300,E
TRAIN_151303,D
TRAIN_151308,E
TRAIN_151311,D
TRAIN_151312,E
TRAIN_151318,C
TRAIN_151319,E
TRAIN_151320,E
TRAIN_151347,E
TRAIN_151348,D
TRAIN_151349,E
TRAIN_151350,E
TRAIN_151353,E
TRAIN_151355,D
TRAIN_151356,E
TRAIN_151359,E
TRAIN_151360,C
TRAIN_151373,D
TRAIN_151374,E
TRAIN_151375,E
TRAIN_151393,E
TRAIN_151398,E
TRAIN_151399,E
TRAIN_151401,E
TRAIN_151405,E
TRAIN_151410,E
TRAIN_151413,D
TRAIN_151417,E
TRAIN_151418,D
TRAIN_151419,D
TRAIN_151420,E
TRAIN_151427,E
TRAIN_151429,D
TRAIN_151430,D
TRAIN_151434,E
TRAIN_151436,E
TRAIN_151438,E
TRAIN_151442,E
TRAIN_151444,E
TRAIN_151450,E
TRAIN_151452,D
TRAIN_151453,E
TRAIN_151455,E
TRAIN_151461,D
TRAIN_151462,E
TRAIN_151464,E
TRAIN_151471,E
TRAIN_151473,E
TRAIN_151479,E
TRAIN_151480,E
TRAIN_151481,E
TRAIN_151482,E
TRAIN_151484,E
TRAIN_151485,E
TRAIN_151494,E
TRAIN_151496,E
TRAIN_151498,E
TRAIN_151502,E
TRAIN_151506,E
TRAIN_151515,E
TRAIN_151522,E
TRAIN_151523,E
TRAIN_151536,E
TRAIN_151537,E
TRAIN_151540,E
TRAIN_151544,E
TRAIN_151545,D
TRAIN_151546,E
TRAIN_151547,E
TRAIN_151549,E
TRAIN_151561,E
TRAIN_151566,E
TRAIN_151571,E
TRAIN_151574,E
TRAIN_151578,D
TRAIN_151580,E
TRAIN_151583,E
TRAIN_151585,C
TRAIN_151586,E
TRAIN_151590,E
TRAIN_151596,E
TRAIN_151602,E
TRAIN_151616,E
TRAIN_151629,E
TRAIN_151636,D
TRAIN_151639,E
TRAIN_151649,E
TRAIN_151654,E
TRAIN_151661,E
TRAIN_151664,E
TRAIN_151666,E
TRAIN_151670,E
TRAIN_151675,E
TRAIN_151682,E
TRAIN_151684,D
TRAIN_151685,E
TRAIN_151686,E
TRAIN_151689,E
TRAIN_151691,E
TRAIN_151692,E
TRAIN_151696,E
TRAIN_151709,D
TRAIN_151716,E
TRAIN_151717,E
TRAIN_151720,E
TRAIN_151721,C
TRAIN_151729,D
TRAIN_151731,E
TRAIN_151746,D
TRAIN_151749,E
TRAIN_151750,E
TRAIN_151754,E
TRAIN_151755,E
TRAIN_151761,E
TRAIN_151776,E
TRAIN_151777,E
TRAIN_151778,D
TRAIN_151784,E
TRAIN_151801,E
TRAIN_151802,E
TRAIN_151805,E
TRAIN_151811,D
TRAIN_151812,E
TRAIN_151815,E
TRAIN_151819,E
TRAIN_151824,E
TRAIN_151827,E
TRAIN_151829,E
TRAIN_151831,E
TRAIN_151838,E
TRAIN_151842,E
TRAIN_151844,D
TRAIN_151848,E
TRAIN_151849,E
TRAIN_151859,E
TRAIN_151860,D
TRAIN_151864,E
TRAIN_151866,D
TRAIN_151867,C
TRAIN_151868,E
TRAIN_151879,E
TRAIN_151883,E
TRAIN_151887,E
TRAIN_151890,E
TRAIN_151896,E
TRAIN_151907,D
TRAIN_151913,E
TRAIN_151918,E
TRAIN_151921,D
TRAIN_151929,E
TRAIN_151937,D
TRAIN_151939,E
TRAIN_151941,D
TRAIN_151942,E
TRAIN_151943,E
TRAIN_151946,E
TRAIN_151951,E
TRAIN_151953,E
TRAIN_151959,E
TRAIN_151971,C
TRAIN_151972,E
TRAIN_151987,E
TRAIN_151988,D
TRAIN_151994,E
TRAIN_151999,E
TRAIN_152001,C
TRAIN_152003,E
TRAIN_152009,E
TRAIN_152017,E
TRAIN_152019,E
TRAIN_152021,E
TRAIN_152024,E
TRAIN_152026,E
TRAIN_152028,D
TRAIN_152030,E
TRAIN_152043,D
TRAIN_152044,E
TRAIN_152046,E
TRAIN_152047,E
TRAIN_152050,E
TRAIN_152051,E
TRAIN_152054,E
TRAIN_152059,E
TRAIN_152064,E
TRAIN_152065,D
TRAIN_152071,E
TRAIN_152076,E
TRAIN_152078,D
TRAIN_152080,E
TRAIN_152092,E
TRAIN_152096,E
TRAIN_152097,C
TRAIN_152103,C
TRAIN_152106,E
TRAIN_152109,E
TRAIN_152112,E
TRAIN_152115,E
TRAIN_152118,E
TRAIN_152119,E
TRAIN_152121,E
TRAIN_152122,D
TRAIN_152128,E
TRAIN_152129,E
TRAIN_152132,E
TRAIN_152136,E
TRAIN_152138,E
TRAIN_152139,E
TRAIN_152140,E
TRAIN_152147,E
TRAIN_152153,E
TRAIN_152156,E
TRAIN_152161,E
TRAIN_152165,E
TRAIN_152166,D
TRAIN_152173,D
TRAIN_152174,E
TRAIN_152177,D
TRAIN_152178,E
TRAIN_152190,E
TRAIN_152193,E
TRAIN_152205,E
TRAIN_152207,D
TRAIN_152211,E
TRAIN_152223,E
TRAIN_152226,E
TRAIN_152229,E
TRAIN_152230,C
TRAIN_152232,E
TRAIN_152233,E
TRAIN_152235,D
TRAIN_152237,E
TRAIN_152238,E
TRAIN_152240,E
TRAIN_152247,E
TRAIN_152253,D
TRAIN_152255,E
TRAIN_152263,E
TRAIN_152268,E
TRAIN_152274,E
TRAIN_152275,E
TRAIN_152276,E
TRAIN_152279,D
TRAIN_152284,E
TRAIN_152286,D
TRAIN_152295,D
TRAIN_152301,E
TRAIN_152302,E
TRAIN_152303,E
TRAIN_152308,E
TRAIN_152316,E
TRAIN_152317,E
TRAIN_152321,E
TRAIN_152334,D
TRAIN_152335,E
TRAIN_152338,D
TRAIN_152339,E
TRAIN_152341,D
TRAIN_152348,C
TRAIN_152354,E
TRAIN_152356,D
TRAIN_152357,D
TRAIN_152358,E
TRAIN_152362,E
TRAIN_152364,E
TRAIN_152366,D
TRAIN_152367,E
TRAIN_152368,E
TRAIN_152372,D
TRAIN_152374,E
TRAIN_152381,D
TRAIN_152386,E
TRAIN_152388,E
TRAIN_152389,E
TRAIN_152391,E
TRAIN_152396,D
TRAIN_152404,E
TRAIN_152407,E
TRAIN_152414,E
TRAIN_152416,E
TRAIN_152421,E
TRAIN_152423,E
TRAIN_152426,D
TRAIN_152428,E
TRAIN_152440,E
TRAIN_152442,D
TRAIN_152443,E
TRAIN_152444,D
TRAIN_152446,E
TRAIN_152451,E
TRAIN_152453,E
TRAIN_152468,E
TRAIN_152471,E
TRAIN_152474,E
TRAIN_152478,E
TRAIN_152482,E
TRAIN_152483,E
TRAIN_152486,E
TRAIN_152487,E
TRAIN_152491,E
TRAIN_152494,E
TRAIN_152498,D
TRAIN_152503,E
TRAIN_152507,E
TRAIN_152509,E
TRAIN_152510,E
TRAIN_152517,E
TRAIN_152518,E
TRAIN_152520,E
TRAIN_152524,E
TRAIN_152539,E
TRAIN_152551,D
TRAIN_152555,E
TRAIN_152558,E
TRAIN_152562,E
TRAIN_152563,E
TRAIN_152565,E
TRAIN_152567,E
TRAIN_152569,E
TRAIN_152572,D
TRAIN_152575,E
TRAIN_152578,D
TRAIN_152587,E
TRAIN_152589,E
TRAIN_152592,D
TRAIN_152594,E
TRAIN_152596,E
TRAIN_152601,E
TRAIN_152605,E
TRAIN_152607,E
TRAIN_152608,E
TRAIN_152612,E
TRAIN_152618,E
TRAIN_152624,E
TRAIN_152629,E
TRAIN_152634,E
TRAIN_152645,E
TRAIN_152649,E
TRAIN_152650,E
TRAIN_152664,E
TRAIN_152666,E
TRAIN_152670,E
TRAIN_152672,E
TRAIN_152675,E
TRAIN_152679,D
TRAIN_152680,C
TRAIN_152685,E
TRAIN_152687,E
TRAIN_152689,E
TRAIN_152690,E
TRAIN_152692,E
TRAIN_152702,E
TRAIN_152731,E
TRAIN_152751,E
TRAIN_152760,E
TRAIN_152763,E
TRAIN_152764,E
TRAIN_152765,E
TRAIN_152769,E
TRAIN_152771,E
TRAIN_152772,E
TRAIN_152773,E
TRAIN_152776,E
TRAIN_152778,E
TRAIN_152781,E
TRAIN_152783,E
TRAIN_152789,E
TRAIN_152792,E
TRAIN_152793,E
TRAIN_152812,E
TRAIN_152816,D
TRAIN_152818,E
TRAIN_152819,E
TRAIN_152823,E
TRAIN_152824,E
TRAIN_152825,E
TRAIN_152827,E
TRAIN_152828,C
TRAIN_152833,E
TRAIN_152838,E
TRAIN_152839,E
TRAIN_152843,E
TRAIN_152844,E
TRAIN_152850,E
TRAIN_152851,E
TRAIN_152852,D
TRAIN_152853,E
TRAIN_152873,E
TRAIN_152878,E
TRAIN_152880,D
TRAIN_152891,E
TRAIN_152893,E
TRAIN_152902,D
TRAIN_152909,E
TRAIN_152910,E
TRAIN_152922,E
TRAIN_152926,E
TRAIN_152929,E
TRAIN_152930,D
TRAIN_152934,E
TRAIN_152941,E
TRAIN_152949,E
TRAIN_152950,E
TRAIN_152956,D
TRAIN_152957,E
TRAIN_152966,E
TRAIN_152969,E
TRAIN_152972,D
TRAIN_152976,E
TRAIN_152977,E
TRAIN_152979,E
TRAIN_152986,D
TRAIN_152987,E
TRAIN_152989,E
TRAIN_152990,D
TRAIN_152992,E
TRAIN_153001,C
TRAIN_153011,E
TRAIN_153018,E
TRAIN_153026,C
TRAIN_153027,E
TRAIN_153029,E
TRAIN_153031,E
TRAIN_153032,E
TRAIN_153034,C
TRAIN_153038,E
TRAIN_153041,E
TRAIN_153042,D
TRAIN_153049,E
TRAIN_153056,E
TRAIN_153067,E
TRAIN_153072,E
TRAIN_153075,E
TRAIN_153082,D
TRAIN_153087,E
TRAIN_153089,E
TRAIN_153092,E
TRAIN_153095,E
TRAIN_153104,E
TRAIN_153105,E
TRAIN_153113,E
TRAIN_153116,E
TRAIN_153120,C
TRAIN_153123,E
TRAIN_153125,E
TRAIN_153132,E
TRAIN_153133,E
TRAIN_153138,E
TRAIN_153139,E
TRAIN_153145,E
TRAIN_153152,E
TRAIN_153154,E
TRAIN_153157,E
TRAIN_153161,E
TRAIN_153162,E
TRAIN_153166,E
TRAIN_153167,E
TRAIN_153168,E
TRAIN_153169,E
TRAIN_153170,E
TRAIN_153173,C
TRAIN_153175,E
TRAIN_153177,E
TRAIN_153188,E
TRAIN_153189,D
TRAIN_153194,E
TRAIN_153197,E
TRAIN_153201,E
TRAIN_153202,D
TRAIN_153208,E
TRAIN_153210,E
TRAIN_153214,E
TRAIN_153220,D
TRAIN_153239,D
TRAIN_153240,E
TRAIN_153244,D
TRAIN_153250,E
TRAIN_153252,E
TRAIN_153253,E
TRAIN_153258,E
TRAIN_153266,E
TRAIN_153268,E
TRAIN_153279,E
TRAIN_153283,E
TRAIN_153284,E
TRAIN_153286,E
TRAIN_153291,E
TRAIN_153294,E
TRAIN_153297,D
TRAIN_153299,E
TRAIN_153302,D
TRAIN_153303,E
TRAIN_153304,E
TRAIN_153307,E
TRAIN_153311,E
TRAIN_153313,E
TRAIN_153316,E
TRAIN_153321,E
TRAIN_153330,E
TRAIN_153333,D
TRAIN_153337,E
TRAIN_153340,E
TRAIN_153343,E
TRAIN_153347,E
TRAIN_153355,E
TRAIN_153364,C
TRAIN_153369,D
TRAIN_153370,E
TRAIN_153374,E
TRAIN_153376,E
TRAIN_153380,E
TRAIN_153383,E
TRAIN_153384,E
TRAIN_153386,E
TRAIN_153392,E
TRAIN_153393,E
TRAIN_153396,E
TRAIN_153397,E
TRAIN_153398,D
TRAIN_153409,E
TRAIN_153413,E
TRAIN_153418,D
TRAIN_153419,E
TRAIN_153421,E
TRAIN_153422,E
TRAIN_153423,E
TRAIN_153427,E
TRAIN_153428,E
TRAIN_153429,E
TRAIN_153430,E
TRAIN_153431,E
TRAIN_153435,E
TRAIN_153436,E
TRAIN_153441,E
TRAIN_153445,E
TRAIN_153454,E
TRAIN_153456,E
TRAIN_153459,E
TRAIN_153467,E
TRAIN_153469,D
TRAIN_153474,E
TRAIN_153476,C
TRAIN_153479,E
TRAIN_153491,E
TRAIN_153501,E
TRAIN_153504,E
TRAIN_153507,E
TRAIN_153508,E
TRAIN_153513,E
TRAIN_153515,E
TRAIN_153522,E
TRAIN_153527,E
TRAIN_153529,C
TRAIN_153531,E
TRAIN_153534,E
TRAIN_153545,D
TRAIN_153547,E
TRAIN_153550,E
TRAIN_153555,E
TRAIN_153557,E
TRAIN_153562,D
TRAIN_153565,D
TRAIN_153566,E
TRAIN_153568,E
TRAIN_153570,E
TRAIN_153574,E
TRAIN_153578,D
TRAIN_153580,E
TRAIN_153584,E
TRAIN_153587,E
TRAIN_153591,E
TRAIN_153602,E
TRAIN_153607,E
TRAIN_153608,E
TRAIN_153615,D
TRAIN_153620,E
TRAIN_153628,E
TRAIN_153642,E
TRAIN_153649,E
TRAIN_153651,E
TRAIN_153653,E
TRAIN_153659,E
TRAIN_153664,E
TRAIN_153666,E
TRAIN_153667,E
TRAIN_153678,D
TRAIN_153685,D
TRAIN_153690,E
TRAIN_153691,E
TRAIN_153693,E
TRAIN_153697,D
TRAIN_153700,E
TRAIN_153704,C
TRAIN_153710,E
TRAIN_153713,E
TRAIN_153716,E
TRAIN_153718,E
TRAIN_153720,E
TRAIN_153722,E
TRAIN_153727,D
TRAIN_153729,E
TRAIN_153730,E
TRAIN_153733,D
TRAIN_153734,E
TRAIN_153735,E
TRAIN_153742,E
TRAIN_153743,E
TRAIN_153745,E
TRAIN_153747,E
TRAIN_153748,E
TRAIN_153749,E
TRAIN_153750,E
TRAIN_153755,E
TRAIN_153756,E
TRAIN_153760,E
TRAIN_153764,D
TRAIN_153769,E
TRAIN_153771,E
TRAIN_153780,D
TRAIN_153781,E
TRAIN_153796,D
TRAIN_153797,E
TRAIN_153798,E
TRAIN_153800,E
TRAIN_153810,E
TRAIN_153811,E
TRAIN_153823,E
TRAIN_153825,E
TRAIN_153827,E
TRAIN_153833,E
TRAIN_153834,E
TRAIN_153852,E
TRAIN_153859,E
TRAIN_153863,E
TRAIN_153864,E
TRAIN_153867,E
TRAIN_153888,D
TRAIN_153889,C
TRAIN_153901,E
TRAIN_153902,E
TRAIN_153908,E
TRAIN_153914,E
TRAIN_153915,E
TRAIN_153918,E
TRAIN_153920,E
TRAIN_153922,E
TRAIN_153925,C
TRAIN_153938,E
TRAIN_153943,E
TRAIN_153944,E
TRAIN_153949,E
TRAIN_153967,E
TRAIN_153970,E
TRAIN_153971,E
TRAIN_153975,E
TRAIN_153982,E
TRAIN_153983,D
TRAIN_153991,E
TRAIN_153992,E
TRAIN_154002,E
TRAIN_154019,E
TRAIN_154025,E
TRAIN_154027,E
TRAIN_154031,E
TRAIN_154036,D
TRAIN_154038,E
TRAIN_154040,E
TRAIN_154046,D
TRAIN_154051,E
TRAIN_154055,E
TRAIN_154057,E
TRAIN_154058,E
TRAIN_154059,E
TRAIN_154065,E
TRAIN_154072,E
TRAIN_154078,E
TRAIN_154079,D
TRAIN_154080,E
TRAIN_154083,E
TRAIN_154086,E
TRAIN_154097,E
TRAIN_154100,E
TRAIN_154101,D
TRAIN_154106,E
TRAIN_154107,D
TRAIN_154110,E
TRAIN_154112,E
TRAIN_154124,E
TRAIN_154133,D
TRAIN_154134,E
TRAIN_154136,E
TRAIN_154141,D
TRAIN_154142,E
TRAIN_154144,E
TRAIN_154145,C
TRAIN_154149,C
TRAIN_154150,E
TRAIN_154153,E
TRAIN_154158,E
TRAIN_154159,E
TRAIN_154163,E
TRAIN_154164,D
TRAIN_154176,E
TRAIN_154181,E
TRAIN_154186,E
TRAIN_154191,E
TRAIN_154193,E
TRAIN_154194,E
TRAIN_154197,E
TRAIN_154207,E
TRAIN_154213,E
TRAIN_154214,E
TRAIN_154218,E
TRAIN_154233,E
TRAIN_154236,E
TRAIN_154252,E
TRAIN_154255,E
TRAIN_154260,E
TRAIN_154267,E
TRAIN_154273,E
TRAIN_154274,E
TRAIN_154282,E
TRAIN_154286,C
TRAIN_154292,E
TRAIN_154293,E
TRAIN_154296,E
TRAIN_154298,E
TRAIN_154300,E
TRAIN_154301,E
TRAIN_154303,E
TRAIN_154305,E
TRAIN_154311,E
TRAIN_154312,E
TRAIN_154314,E
TRAIN_154324,E
TRAIN_154327,E
TRAIN_154333,E
TRAIN_154335,E
TRAIN_154336,E
TRAIN_154337,E
TRAIN_154338,C
TRAIN_154340,E
TRAIN_154341,D
TRAIN_154343,E
TRAIN_154345,E
TRAIN_154346,E
TRAIN_154352,E
TRAIN_154354,E
TRAIN_154359,E
TRAIN_154361,E
TRAIN_154362,D
TRAIN_154364,E
TRAIN_154369,E
TRAIN_154374,E
TRAIN_154378,D
TRAIN_154382,E
TRAIN_154386,E
TRAIN_154396,E
TRAIN_154403,C
TRAIN_154413,E
TRAIN_154431,E
TRAIN_154433,E
TRAIN_154434,E
TRAIN_154437,C
TRAIN_154441,E
TRAIN_154445,D
TRAIN_154447,E
TRAIN_154448,E
TRAIN_154449,E
TRAIN_154456,E
TRAIN_154459,C
TRAIN_154460,E
TRAIN_154461,E
TRAIN_154462,E
TRAIN_154464,E
TRAIN_154467,E
TRAIN_154479,D
TRAIN_154483,E
TRAIN_154484,E
TRAIN_154485,E
TRAIN_154493,E
TRAIN_154497,E
TRAIN_154498,D
TRAIN_154501,E
TRAIN_154503,E
TRAIN_154511,E
TRAIN_154515,E
TRAIN_154518,E
TRAIN_154520,E
TRAIN_154521,E
TRAIN_154531,E
TRAIN_154539,E
TRAIN_154541,D
TRAIN_154543,E
TRAIN_154571,E
TRAIN_154572,E
TRAIN_154578,E
TRAIN_154579,E
TRAIN_154583,E
TRAIN_154585,E
TRAIN_154587,D
TRAIN_154595,E
TRAIN_154597,E
TRAIN_154598,E
TRAIN_154601,E
TRAIN_154603,E
TRAIN_154612,E
TRAIN_154615,C
TRAIN_154617,E
TRAIN_154621,E
TRAIN_154622,E
TRAIN_154624,E
TRAIN_154627,E
TRAIN_154632,E
TRAIN_154637,E
TRAIN_154643,E
TRAIN_154646,E
TRAIN_154651,E
TRAIN_154663,E
TRAIN_154666,E
TRAIN_154668,E
TRAIN_154670,E
TRAIN_154679,E
TRAIN_154685,E
TRAIN_154690,D
TRAIN_154698,C
TRAIN_154700,E
TRAIN_154702,E
TRAIN_154704,E
TRAIN_154705,E
TRAIN_154708,E
TRAIN_154709,E
TRAIN_154711,E
TRAIN_154713,E
TRAIN_154726,E
TRAIN_154729,E
TRAIN_154733,E
TRAIN_154741,D
TRAIN_154749,E
TRAIN_154750,E
TRAIN_154753,E
TRAIN_154757,E
TRAIN_154758,C
TRAIN_154759,E
TRAIN_154760,E
TRAIN_154762,E
TRAIN_154766,E
TRAIN_154772,E
TRAIN_154773,E
TRAIN_154775,D
TRAIN_154777,E
TRAIN_154785,E
TRAIN_154786,E
TRAIN_154789,E
TRAIN_154790,E
TRAIN_154793,E
TRAIN_154798,E
TRAIN_154802,E
TRAIN_154817,C
TRAIN_154819,E
TRAIN_154820,E
TRAIN_154824,E
TRAIN_154825,E
TRAIN_154827,E
TRAIN_154828,E
TRAIN_154831,E
TRAIN_154832,E
TRAIN_154833,E
TRAIN_154838,E
TRAIN_154842,E
TRAIN_154846,E
TRAIN_154853,E
TRAIN_154856,E
TRAIN_154857,E
TRAIN_154861,E
TRAIN_154863,E
TRAIN_154869,E
TRAIN_154870,D
TRAIN_154871,E
TRAIN_154872,E
TRAIN_154880,E
TRAIN_154885,D
TRAIN_154890,C
TRAIN_154891,E
TRAIN_154895,E
TRAIN_154904,E
TRAIN_154906,E
TRAIN_154909,E
TRAIN_154910,E
TRAIN_154912,E
TRAIN_154913,D
TRAIN_154914,E
TRAIN_154916,E
TRAIN_154921,E
TRAIN_154925,E
TRAIN_154927,E
TRAIN_154931,E
TRAIN_154933,E
TRAIN_154939,E
TRAIN_154952,E
TRAIN_154954,E
TRAIN_154956,E
TRAIN_154958,E
TRAIN_154960,E
TRAIN_154962,E
TRAIN_154971,E
TRAIN_154973,E
TRAIN_154978,D
TRAIN_154980,E
TRAIN_154982,E
TRAIN_154984,E
TRAIN_154988,E
TRAIN_154989,D
TRAIN_154990,E
TRAIN_154991,D
TRAIN_154996,E
TRAIN_154997,E
TRAIN_155000,D
TRAIN_155004,E
TRAIN_155006,E
TRAIN_155011,C
TRAIN_155020,E
TRAIN_155034,D
TRAIN_155035,E
TRAIN_155040,E
TRAIN_155042,E
TRAIN_155044,E
TRAIN_155053,D
TRAIN_155056,E
TRAIN_155058,E
TRAIN_155060,E
TRAIN_155065,E
TRAIN_155069,D
TRAIN_155076,E
TRAIN_155079,E
TRAIN_155080,E
TRAIN_155081,E
TRAIN_155084,E
TRAIN_155085,E
TRAIN_155095,E
TRAIN_155099,E
TRAIN_155100,E
TRAIN_155105,E
TRAIN_155110,D
TRAIN_155116,D
TRAIN_155118,E
TRAIN_155119,E
TRAIN_155123,E
TRAIN_155125,E
TRAIN_155128,E
TRAIN_155129,E
TRAIN_155132,C
TRAIN_155133,E
TRAIN_155143,E
TRAIN_155144,E
TRAIN_155147,E
TRAIN_155150,E
TRAIN_155151,E
TRAIN_155155,E
TRAIN_155166,E
TRAIN_155173,C
TRAIN_155186,E
TRAIN_155188,E
TRAIN_155189,E
TRAIN_155198,E
TRAIN_155200,E
TRAIN_155210,E
TRAIN_155213,E
TRAIN_155217,E
TRAIN_155219,E
TRAIN_155227,E
TRAIN_155228,E
TRAIN_155230,E
TRAIN_155233,D
TRAIN_155236,E
TRAIN_155243,E
TRAIN_155246,E
TRAIN_155252,E
TRAIN_155253,E
TRAIN_155255,E
TRAIN_155266,E
TRAIN_155268,E
TRAIN_155274,D
TRAIN_155277,E
TRAIN_155280,E
TRAIN_155284,D
TRAIN_155293,E
TRAIN_155294,E
TRAIN_155296,E
TRAIN_155298,E
TRAIN_155303,E
TRAIN_155309,E
TRAIN_155318,E
TRAIN_155320,E
TRAIN_155322,C
TRAIN_155326,D
TRAIN_155329,E
TRAIN_155331,E
TRAIN_155333,E
TRAIN_155334,E
TRAIN_155347,D
TRAIN_155349,E
TRAIN_155351,D
TRAIN_155357,E
TRAIN_155361,E
TRAIN_155364,E
TRAIN_155367,E
TRAIN_155369,E
TRAIN_155377,D
TRAIN_155382,E
TRAIN_155383,E
TRAIN_155388,D
TRAIN_155391,E
TRAIN_155393,E
TRAIN_155396,E
TRAIN_155401,E
TRAIN_155403,E
TRAIN_155404,E
TRAIN_155405,E
TRAIN_155408,E
TRAIN_155412,E
TRAIN_155413,D
TRAIN_155425,D
TRAIN_155428,E
TRAIN_155437,E
TRAIN_155440,E
TRAIN_155441,E
TRAIN_155445,E
TRAIN_155447,D
TRAIN_155449,E
TRAIN_155456,E
TRAIN_155458,E
TRAIN_155464,E
TRAIN_155466,E
TRAIN_155469,E
TRAIN_155470,E
TRAIN_155473,E
TRAIN_155474,E
TRAIN_155485,E
TRAIN_155490,D
TRAIN_155492,E
TRAIN_155496,E
TRAIN_155497,E
TRAIN_155503,E
TRAIN_155504,E
TRAIN_155505,D
TRAIN_155509,E
TRAIN_155510,D
TRAIN_155513,E
TRAIN_155514,E
TRAIN_155515,E
TRAIN_155516,E
TRAIN_155518,C
TRAIN_155522,E
TRAIN_155538,D
TRAIN_155541,E
TRAIN_155544,D
TRAIN_155545,E
TRAIN_155546,E
TRAIN_155549,E
TRAIN_155553,E
TRAIN_155554,E
TRAIN_155558,E
TRAIN_155567,E
TRAIN_155568,E
TRAIN_155571,E
TRAIN_155572,E
TRAIN_155573,E
TRAIN_155578,E
TRAIN_155587,E
TRAIN_155589,E
TRAIN_155595,E
TRAIN_155598,E
TRAIN_155601,E
TRAIN_155606,E
TRAIN_155608,E
TRAIN_155612,E
TRAIN_155613,E
TRAIN_155614,E
TRAIN_155618,E
TRAIN_155619,E
TRAIN_155621,E
TRAIN_155632,E
TRAIN_155633,E
TRAIN_155640,E
TRAIN_155641,E
TRAIN_155643,E
TRAIN_155648,D
TRAIN_155650,E
TRAIN_155653,E
TRAIN_155654,E
TRAIN_155657,E
TRAIN_155658,E
TRAIN_155664,E
TRAIN_155671,C
TRAIN_155672,E
TRAIN_155674,E
TRAIN_155679,E
TRAIN_155687,E
TRAIN_155688,E
TRAIN_155693,E
TRAIN_155701,D
TRAIN_155707,E
TRAIN_155713,E
TRAIN_155714,E
TRAIN_155715,E
TRAIN_155727,E
TRAIN_155729,E
TRAIN_155733,D
TRAIN_155740,E
TRAIN_155744,E
TRAIN_155745,E
TRAIN_155746,E
TRAIN_155748,E
TRAIN_155751,E
TRAIN_155753,E
TRAIN_155756,D
TRAIN_155765,E
TRAIN_155766,E
TRAIN_155774,E
TRAIN_155775,E
TRAIN_155777,E
TRAIN_155779,D
TRAIN_155781,E
TRAIN_155782,E
TRAIN_155784,E
TRAIN_155787,E
TRAIN_155792,E
TRAIN_155793,E
TRAIN_155803,E
TRAIN_155804,E
TRAIN_155805,C
TRAIN_155806,E
TRAIN_155810,D
TRAIN_155811,D
TRAIN_155816,E
TRAIN_155836,E
TRAIN_155840,E
TRAIN_155848,E
TRAIN_155851,E
TRAIN_155853,E
TRAIN_155857,E
TRAIN_155858,E
TRAIN_155864,E
TRAIN_155867,E
TRAIN_155868,E
TRAIN_155875,E
TRAIN_155876,E
TRAIN_155878,E
TRAIN_155883,E
TRAIN_155886,E
TRAIN_155900,D
TRAIN_155903,E
TRAIN_155907,E
TRAIN_155908,E
TRAIN_155909,E
TRAIN_155912,E
TRAIN_155914,D
TRAIN_155922,D
TRAIN_155923,C
TRAIN_155924,E
TRAIN_155933,E
TRAIN_155940,D
TRAIN_155942,E
TRAIN_155947,D
TRAIN_155948,C
TRAIN_155952,E
TRAIN_155957,E
TRAIN_155960,E
TRAIN_155961,E
TRAIN_155962,E
TRAIN_155970,E
TRAIN_155981,E
TRAIN_155984,D
TRAIN_155986,E
TRAIN_155988,E
TRAIN_155991,E
TRAIN_155993,E
TRAIN_155998,D
TRAIN_156001,E
TRAIN_156004,E
TRAIN_156005,E
TRAIN_156011,E
TRAIN_156014,E
TRAIN_156022,D
TRAIN_156023,E
TRAIN_156028,E
